metabolite,importance
116,0.03817391657852184
96,0.022780026990553308
12,0.021906737053795873
244,0.019919188998136363
75,0.019214743589743587
245,0.017880134327502746
272,0.017525252525252517
221,0.017195071010860485
186,0.01701689471426313
103,0.016639663087031506
153,0.016302979164821266
162,0.015770794718163138
2,0.01569749694749694
78,0.0156839744815751
8,0.015489386147280876
231,0.015434990171832278
57,0.015220906544435956
228,0.015181118618618615
26,0.014464300911669331
55,0.014102439760334491
44,0.013964576201418305
274,0.013768648817990921
222,0.013760949889982145
64,0.013710853710853708
38,0.013241945862913601
80,0.013236205769100505
115,0.013033089480457897
52,0.012919152919152915
104,0.012868958997991254
54,0.01278227240398293
30,0.012588416589964575
265,0.012304301120090592
237,0.012292449874686714
240,0.012120023249055504
273,0.011716859716859715
196,0.011472431077694235
155,0.011292029449924187
71,0.011272540801403278
39,0.010647790647790645
17,0.010030525030525029
175,0.009783549783549783
202,0.009770344035049918
152,0.009759816207184626
176,0.00956043956043956
215,0.009241854636591476
189,0.009212658036187446
48,0.009093882964850706
151,0.00868236768391567
129,0.008477951635846371
218,0.008273273273273271
15,0.008236808236808236
97,0.00812385531135531
178,0.007905405405405404
99,0.007888267888267889
249,0.007863408521303255
243,0.007832080200501253
246,0.0077777777777777776
211,0.0077466977466977465
239,0.007689393939393939
270,0.007155067155067155
21,0.007089067089067089
212,0.007056277056277054
43,0.006930332588227322
122,0.006921921921921921
100,0.006869658119658118
111,0.006732909379968202
16,0.006584564860426929
47,0.006571750321750321
158,0.006564687581021518
81,0.006306631964526699
205,0.006150793650793648
248,0.006036036036036035
144,0.0059967659967659955
154,0.005914003759398495
226,0.005726495726495726
174,0.005592346250240985
191,0.005267335004177109
128,0.0052214452214452214
204,0.004924812030075188
35,0.004794197031039136
77,0.004790692948587686
132,0.0047454844006568145
59,0.004729729729729729
119,0.004676386913229018
260,0.004444444444444444
252,0.004417293233082705
117,0.0044121044121044105
159,0.004366846603688708
28,0.004273504273504273
85,0.004047619047619046
84,0.004047619047619046
179,0.003822393822393821
171,0.003406593406593407
50,0.003371553371553371
105,0.003342816500711236
127,0.0033333333333333335
33,0.003101503759398495
6,0.0030769230769230756
138,0.0027777777777777775
190,0.0024999999999999996
86,0.0024908424908424895
18,0.0024774774774774765
168,0.001973684210526316
172,0.0019047619047619045
61,0.0019047619047619043
133,0.001709401709401709
147,0.0017094017094017087
257,0.0015624999999999997
56,0.0013157894736842105
53,0.0013157894736842103
14,0
234,0
72,0
34,0
183,0
136,0
130,0
