metabolite,importance
14,0.03178782230506369
50,0.028787706445601188
16,0.027556553707315534
26,0.027555143448962302
64,0.023323308270676694
141,0.022446852764094145
43,0.02138905388905389
214,0.018542833146696525
234,0.017538461538461537
171,0.017194446554911674
202,0.016516338999097623
122,0.01525032175032175
129,0.015023348331181867
12,0.01455067155067155
185,0.014208435615818716
118,0.013663528977482471
85,0.013104461604461604
218,0.012463303963303965
167,0.012257677994520098
44,0.01214759188015002
39,0.01213546687230898
21,0.011928571428571429
174,0.011712643678160916
103,0.011545177045177046
240,0.011305691822933202
48,0.011144144144144146
104,0.011093776106934001
225,0.01106799656799657
212,0.011000000000000001
186,0.010833333333333335
99,0.010555555555555558
156,0.01052463054187192
77,0.010436507936507935
252,0.010207780725022106
229,0.010190476190476193
243,0.010168217668217667
179,0.009896023843392264
159,0.009876534359292978
18,0.009862798020692757
111,0.009654636591478695
222,0.009438334886610746
189,0.00942610837438424
94,0.009383212115770255
273,0.009362763673108501
15,0.0092329880000289
123,0.008645843710634997
96,0.008644688644688646
132,0.0085979242979243
3,0.008581764488741232
168,0.008581764488741232
178,0.008293403293403293
51,0.00811404513689999
74,0.007990842490842491
265,0.007861047221512336
143,0.0075452049356578114
211,0.007261904761904763
195,0.007163122923588041
30,0.007130857648099027
61,0.007102564102564106
80,0.007083926031294452
115,0.007051351351351355
134,0.006988416988416988
130,0.0068441441441441445
53,0.006828449328449327
100,0.006441202475685235
116,0.0064348370927318314
275,0.0064065934065934095
105,0.0061776061776061784
138,0.006113256113256113
81,0.005863247863247862
246,0.005851809009703744
204,0.005773727422003281
151,0.005546531753428305
254,0.005543868992144854
86,0.0055000000000000005
221,0.005495495495495496
146,0.005475558923834783
19,0.005467159277504106
150,0.005423213911586004
4,0.005285714285714286
239,0.005086206896551724
191,0.005000000000000002
135,0.0049079794079794105
250,0.004857142857142856
206,0.004761904761904762
267,0.004761904761904762
170,0.004743589743589743
207,0.00465
142,0.004351503759398498
210,0.004333333333333333
144,0.00432372598162072
57,0.004285714285714286
87,0.004179605137051945
65,0.004144144144144144
133,0.004000000000000001
201,0.0038223938223938218
258,0.0037089518668466026
215,0.003640350877192983
276,0.0036288998357963866
255,0.0036141636141636137
193,0.0033333333333333335
176,0.003000000000000001
228,0.002828282828282831
152,0.0027777777777777783
253,0.0027
38,0.0025000000000000005
24,0.0025000000000000005
160,0.0023931623931623923
147,0.002142857142857142
196,0.002142857142857142
7,0.0018333333333333335
42,0.0017094017094017085
194,0.0016666666666666657
59,0.0013513513513513514
2,0.0013513513513513512
8,0.0013157894736842098
54,0.0012500000000000002
157,1.7080354225002402e-18
17,0
272,0
274,0
25,0
199,0
35,0
237,0
148,0
231,0
226,0
175,0
183,0
109,0
