metabolite,importance
188,0.025702782923177653
71,0.023079573934837085
39,0.02173417698202181
155,0.02140112929586614
72,0.02130109774846617
75,0.021266186299081034
146,0.02112100835785046
159,0.020158523908523907
53,0.018955666192508297
211,0.018509223509223502
239,0.01817797699376646
100,0.017596952596952594
157,0.016713114213114208
116,0.016406404053462872
16,0.014539465910433652
111,0.013829633204633204
167,0.013794144452039187
152,0.013693134822167078
275,0.012567355889724307
65,0.01247083278916895
181,0.012200460829493083
3,0.011949326236253227
15,0.011886728868153012
22,0.011845830793199213
43,0.011777520724889145
254,0.01162364044716986
243,0.011436252620463149
147,0.011191781537176272
30,0.011116103819308401
89,0.010484440484440485
178,0.01024400919137761
130,0.010156641604010024
105,0.009984819984819983
204,0.009945054945054944
193,0.009626600284495017
86,0.009556021538780157
21,0.009318181818181817
265,0.009227799227799226
37,0.009102505867211749
176,0.008686868686868687
170,0.008589273743538716
104,0.008558108558108558
236,0.008498333498333498
174,0.008445165945165943
231,0.008370927318295737
237,0.00825779365253049
162,0.008018162393162392
96,0.007853535353535354
44,0.007747747747747747
185,0.007499999999999998
196,0.007468350363087203
226,0.0073825611325611315
2,0.00729476405946994
228,0.007252747252747251
229,0.00722318617055459
8,0.00689084189084189
271,0.006808236808236809
6,0.006783625730994151
206,0.006735588972431076
149,0.006666666666666664
150,0.00663489382239382
272,0.006500094657989394
35,0.006434837092731827
154,0.0064181286549707586
252,0.00628205128205128
273,0.006268382352941175
99,0.0061997943576890925
179,0.006184371184371185
210,0.006153846153846152
7,0.00611111111111111
85,0.006036036036036035
123,0.006021303258145361
274,0.005957207207207205
164,0.005945874103768839
158,0.005855855855855854
203,0.00581081081081081
81,0.005771184718553138
26,0.005720720720720721
138,0.005592346250240984
69,0.005494666152560889
28,0.005426795426795428
66,0.00536036036036036
186,0.0053113553113553124
57,0.0051842443947707085
19,0.005170940170940171
122,0.005135135135135135
33,0.005037403474903476
64,0.004990842490842489
32,0.004945491710197593
50,0.004810905468800204
225,0.004734592892487628
38,0.004496206733048838
199,0.0044047619047619035
240,0.004390782828282829
144,0.004201388888888888
175,0.004144144144144144
115,0.004047619047619046
171,0.0038784461152882197
276,0.003822393822393821
224,0.003822393822393821
234,0.003609022556390977
190,0.0035510510510510496
267,0.0034749034749034756
250,0.0033783783783783773
253,0.0033428165007112366
12,0.0033333333333333335
151,0.0033333333333333335
218,0.003101503759398495
59,0.0027777777777777775
246,0.0027027027027027024
268,0.0026315789473684206
109,0.0024908424908424895
54,0.002162162162162161
137,0.002083333333333333
258,0.0019736842105263154
61,0.0019736842105263154
168,0.0019047619047619045
215,0.0019047619047619043
25,0.001709401709401709
95,0.0015624999999999997
183,0.0014705882352941176
201,0.0013888888888888887
17,0.0013888888888888887
47,0.0013157894736842103
94,0
173,0
192,0
132,0
77,0
255,0
14,0
221,0
103,0
222,0
80,0
90,0
24,0
156,0
