metabolite,importance
39,0.025803359750728175
169,0.024065525831230422
150,0.022916274791274793
179,0.0217022198601146
99,0.021410763176467763
249,0.0199643040596988
213,0.0192152011888854
54,0.0183507821007821
258,0.017926911084805822
272,0.01591886529386529
224,0.015847106505001245
274,0.01545282250290739
175,0.014737237237237237
157,0.014555692374028538
266,0.014254968350363089
168,0.014024064171122994
42,0.01364933473389356
237,0.013072715572715572
202,0.01234065506508206
215,0.012067834173097331
114,0.01125138019874862
207,0.011121861779756518
250,0.011120594278489016
228,0.011098034848034849
27,0.011024486024486024
85,0.011021021021021022
254,0.011013513513513514
33,0.010982350982350982
153,0.010714398609135454
81,0.010584795321637428
235,0.010384615384615383
135,0.010374225259093681
17,0.010300109247477669
109,0.009755230684023253
26,0.00951641925326136
152,0.00939749186573143
273,0.009367760617760618
9,0.009309591546433653
234,0.009050716440422322
209,0.009022988505747127
2,0.008726503759398496
35,0.008526865291571173
116,0.008507763662028635
144,0.008332586490481226
225,0.008236808236808238
193,0.008220909985615867
61,0.00803429479900068
113,0.007982456140350877
96,0.00785477206529838
111,0.007838433967466226
147,0.007754182754182754
30,0.007550737550737553
186,0.00753968253968254
53,0.007534722222222223
57,0.007464607464607464
171,0.007239382239382238
240,0.007155067155067154
10,0.006966966966966967
151,0.0068693693693693695
38,0.006756756756756758
43,0.006749249249249249
185,0.006735588972431077
104,0.006634986634986635
105,0.0066001716001716
158,0.0066001716001716
137,0.006525096525096525
132,0.006508097165991904
103,0.00645550527903469
192,0.006348824786324787
181,0.006164346164346165
133,0.0061507936507936515
3,0.006150472334682862
134,0.006145833333333335
214,0.00611782835467046
196,0.0058974358974358985
86,0.0057181979550400604
160,0.005625
16,0.005513784461152883
239,0.005501930501930503
178,0.0054599336178283555
56,0.005380277617119724
15,0.005373907742328794
93,0.005268620268620267
122,0.005173745173745173
255,0.004969093406593408
210,0.004801967038809144
206,0.0047619047619047615
276,0.004504504504504504
37,0.004417293233082706
118,0.004179634179634181
80,0.004129129129129129
51,0.00411036036036036
164,0.004047619047619047
167,0.003931788931788931
24,0.0038888888888888888
146,0.003871563871563871
170,0.003869047619047619
204,0.0038223938223938218
75,0.0036090225563909784
183,0.003609022556390978
25,0.0034065934065934085
89,0.0033333333333333344
138,0.0033333333333333335
59,0.0033333333333333335
184,0.0032936507936507935
275,0.0032205513784461155
18,0.003220551378446115
48,0.003101503759398496
95,0.0031015037593984957
130,0.0031015037593984957
87,0.0031015037593984957
201,0.0031015037593984957
232,0.0030251911830859197
123,0.0028125
174,0.002777777777777778
256,0.002702702702702703
66,0.002702702702702703
64,0.0025
229,0.0025
218,0.00249084249084249
176,0.002490842490842489
14,0.002393162393162393
121,0.002393162393162393
252,0.0019736842105263163
247,0.001904761904761905
154,0.001904761904761905
246,0.0019047619047619048
195,0.0017094017094017092
194,0.001709401709401709
22,0.0013513513513513514
233,0
199,0
211,0
107,0
12,0
267,0
92,0
148,0
253,0
226,0
94,0
28,0
21,0
243,0
70,0
77,0
50,0
