metabolite,importance
138,0.027493617888354728
87,0.024206861575282627
133,0.021700697434992852
150,0.020239519785797126
195,0.019684741132109555
18,0.018587140495035227
193,0.01743327124906072
9,0.015926302242091718
188,0.015681002863665403
236,0.015442585442585442
215,0.015319887556729663
274,0.014892657326867856
265,0.014855769230769233
62,0.014457926694768801
246,0.014247835497835499
211,0.014022573759415867
160,0.014022209022209022
203,0.014005205320994793
61,0.013777933777933779
146,0.013120813120813122
39,0.01295080650343808
206,0.012761217071561899
199,0.012557971505339927
253,0.01235826051615525
192,0.012018849206349205
85,0.011974070658281186
51,0.011687269066301327
210,0.011512226512226512
250,0.011470144441746877
185,0.011390194235588971
273,0.011349206349206348
26,0.011304841929841929
229,0.01121682845367056
228,0.011161830032797772
66,0.010886977016009276
230,0.010776515151515152
152,0.010190219137587561
164,0.010164453601953602
79,0.009891599776468198
132,0.009726850911061437
15,0.009690459690459691
183,0.009487179487179488
196,0.009371668319036743
59,0.009085269480006321
3,0.008613256113256114
154,0.008484848484848484
223,0.00837092731829574
16,0.008365508365508366
12,0.00818924042608253
225,0.00799498746867168
178,0.007982456140350879
81,0.007802632013158329
122,0.007737713675213675
144,0.007651624839124841
77,0.007588683246577983
28,0.007583521021021021
252,0.007412649270234408
234,0.0071868296868296865
86,0.007155067155067154
100,0.007122536069904491
30,0.007095588235294118
25,0.0070778470778470794
213,0.007005444646098004
151,0.006666666666666665
231,0.006644144144144144
83,0.006634893822393822
42,0.0065997815997816
60,0.006535656535656537
50,0.006471306471306472
204,0.006431784589679328
224,0.0064317845896793265
179,0.00641812865497076
249,0.0063709677419354835
40,0.005843324527535055
226,0.005824175824175825
106,0.005606060606060607
75,0.00555561075781664
189,0.005513784461152883
107,0.005416666666666668
207,0.005184305184305186
176,0.005138183296078033
114,0.005095865095865096
54,0.005076013513513515
109,0.005055643879173291
276,0.00499084249084249
44,0.004954954954954953
116,0.004939939939939939
80,0.004761904761904762
255,0.004705882352941176
90,0.004682539682539682
158,0.0044444444444444444
202,0.004395604395604395
266,0.0039880952380952385
104,0.0038223938223938218
33,0.003609022556390978
94,0.0034749034749034765
148,0.0034065934065934077
194,0.0034065934065934072
99,0.0033333333333333344
157,0.0033333333333333335
214,0.0032432432432432435
31,0.0031746031746031746
108,0.0031015037593984957
239,0.0031015037593984957
205,0.002828282828282829
254,0.002777777777777778
105,0.0027046783625731
17,0.0027046783625731
171,0.002702702702702703
96,0.0025
103,0.00249084249084249
10,0.00249084249084249
6,0.0024774774774774765
57,0.002393162393162393
70,0.001973684210526316
233,0.001904761904761905
243,0.0019047619047619048
64,0.0017094017094017094
130,0.0017094017094017092
235,0.0013888888888888892
72,0.001388888888888889
182,0.001388888888888889
209,0.0013513513513513514
118,0.0013513513513513512
2,0.0013157894736842105
4,0.0013157894736842105
74,0.0013157894736842105
232,0
256,0
275,0
8,0
272,0
267,0
21,0
24,0
37,0
190,0
43,0
76,0
135,0
161,0
168,0
170,0
175,0
147,0
