metabolite,importance
144,0.03702221162747479
150,0.028231177606177608
223,0.02395044895044895
173,0.022577760077760075
249,0.022224273358174288
16,0.020648083148083148
105,0.02029076068549753
78,0.020076875422270164
85,0.020057603686635943
33,0.019745879120879124
273,0.017696870978120977
75,0.017077465514965515
116,0.017035899535899533
247,0.016522024482550798
226,0.016493585440953865
183,0.015284104231472657
14,0.015257268206184615
111,0.014754150296913453
109,0.014288663663663664
4,0.013947046594105417
158,0.01384096502517555
64,0.013546721918432448
57,0.013351254480286739
168,0.013101736972704716
49,0.01207972024535492
77,0.012030466791979952
26,0.01194650260439734
95,0.011883424778161622
47,0.011773504273504272
240,0.011750785008498257
15,0.011733161733161735
188,0.011690092347987084
190,0.01144200862950863
147,0.01128787878787879
8,0.01118874368874369
201,0.011180555555555556
19,0.01092919842919843
218,0.010477180477180475
252,0.010242075931731105
50,0.010232650232650234
25,0.009661332819227555
243,0.009627941996363049
228,0.009603935732967993
107,0.009582627740522476
199,0.0093576890945312
246,0.009059911559911558
239,0.008873626373626375
258,0.008835589493484229
12,0.008780396938291675
174,0.008732134390029128
35,0.008692489141405552
115,0.008314366998577525
133,0.008265596423491159
132,0.007957957957957958
160,0.007899483557378293
152,0.007816280053122158
255,0.007295482295482297
114,0.0072289872289872294
54,0.007223377223377223
175,0.00718864468864469
22,0.007161037555774396
256,0.007147147147147147
155,0.006980271190797506
171,0.006773182957393484
274,0.006576576576576577
103,0.006440781440781441
204,0.006386496386496386
138,0.006357617015511752
178,0.006322393822393821
164,0.0061710993289940674
157,0.006006944444444444
38,0.005952380952380952
30,0.005824175824175823
104,0.005808270676691728
192,0.005775729646697389
39,0.005636049583418005
267,0.0054644744660224545
185,0.005042735042735043
122,0.0048529411764705885
151,0.004841269841269841
17,0.004806579729180349
43,0.004615384615384616
93,0.004273182957393484
24,0.004047619047619047
146,0.003955662393162393
18,0.003870967741935484
253,0.0038223938223938218
61,0.0036830859199280253
196,0.0036090225563909784
272,0.003609022556390978
81,0.003609022556390978
96,0.0033333333333333344
229,0.003060753060753061
37,0.0028125
215,0.0027046783625731
71,0.002702702702702703
70,0.002667140825035562
179,0.002604166666666667
2,0.0025225225225225228
224,0.0025
137,0.0025
21,0.0017543859649122805
67,0.0017094017094017094
60,0.0013513513513513512
53,0.0013157894736842105
222,0.0013157894736842105
80,0.0008333333333333334
234,0
210,0
3,0
