metabolite,importance
202,0.04060676291523066
123,0.027966989025456773
295,0.0240411427911428
11,0.023246577983420096
196,0.021103581190655498
338,0.020428836514362832
181,0.02001055961582278
323,0.019984182955320482
34,0.01993845059634534
178,0.018584353786559673
60,0.018368388252289185
109,0.01823232717969561
145,0.018187704750204755
309,0.017877647877647878
155,0.017634119081487504
176,0.016113651245230197
223,0.016016702340231757
174,0.01599123414912889
147,0.015720200285195753
126,0.015390881048775788
206,0.014883901758901759
320,0.014764339057102218
19,0.014363103705208971
146,0.014281754281754286
216,0.014254277412172152
240,0.014085156585156588
9,0.013817604475499214
229,0.013483565983565985
203,0.013402777777777779
89,0.01331092210269108
10,0.013137803795698533
61,0.013107448107448108
285,0.012885789014821276
232,0.012312642312642317
37,0.012245564892623718
195,0.012183894420736526
184,0.011938871346766085
87,0.011897262094630517
247,0.011674237677527153
94,0.011657509157509162
115,0.011561680969575707
96,0.011136512452301928
122,0.01079504895294369
255,0.010778155065082062
104,0.010624026281921021
153,0.010321750321750324
124,0.010270459535165418
51,0.00977588201272412
244,0.00912698412698413
239,0.008778251936146675
167,0.008568536726431465
121,0.00831541218637993
269,0.008302513039355145
44,0.008168498168498172
54,0.007558822558822558
297,0.007502058159952896
273,0.00747747747747748
66,0.007437851385219808
154,0.007356150793650795
144,0.0073386262859947106
26,0.007184684684684687
215,0.006942355889724313
156,0.00672275641025641
186,0.006576407234301973
53,0.006495726495726497
256,0.006130952380952381
339,0.00611376927166401
1,0.005814726209463054
102,0.005784493284493285
182,0.005531795531795532
270,0.005448587685429793
114,0.005426795426795429
2,0.005307017543859651
208,0.0050751879699248124
245,0.0049908424908424905
337,0.004945491710197595
237,0.0048534798534798545
243,0.004761904761904762
179,0.004751461988304094
139,0.004444444444444445
64,0.0044268406337371865
333,0.004166666666666667
151,0.004144144144144145
118,0.003333333333333335
189,0.0027777777777777783
190,0.002393162393162394
205,0.002393162393162394
212,0.002393162393162394
252,0.002393162393162394
211,0.0019736842105263167
88,0.0017094017094017096
251,0.0015625000000000003
106,0.0013513513513513516
263,0.0013513513513513514
231,0
272,0
257,0
38,0
20,0
219,0
5,0
113,0
