metabolite,importance
33,0.02496031746031746
46,0.021071428571428567
77,0.020595238095238094
194,0.02007936507936508
73,0.019722222222222224
189,0.019484126984126986
246,0.018849206349206348
81,0.017222222222222222
64,0.017222222222222222
164,0.01714285714285714
107,0.016944444444444443
65,0.016428571428571428
36,0.01634920634920635
38,0.015793650793650794
89,0.015277777777777777
230,0.014444444444444447
145,0.014444444444444447
155,0.013849206349206349
219,0.013571428571428573
144,0.01357142857142857
193,0.013055555555555556
148,0.013055555555555553
165,0.012777777777777777
87,0.012777777777777777
156,0.012777777777777777
237,0.012777777777777777
258,0.012777777777777777
260,0.012777777777777777
78,0.012261904761904762
131,0.012261904761904762
125,0.011666666666666667
252,0.011666666666666667
212,0.01111111111111111
289,0.01111111111111111
19,0.010873015873015875
184,0.010595238095238095
295,0.010595238095238095
139,0.010595238095238095
243,0.01
272,0.01
262,0.01
270,0.009722222222222222
338,0.009206349206349208
297,0.009206349206349208
97,0.009206349206349208
306,0.008888888888888889
259,0.008888888888888889
168,0.008611111111111111
20,0.008611111111111111
154,0.008611111111111111
320,0.008611111111111111
215,0.008611111111111111
106,0.00861111111111111
108,0.008333333333333333
88,0.008333333333333333
271,0.0077380952380952375
163,0.0077380952380952375
17,0.007222222222222222
147,0.006944444444444444
140,0.006944444444444444
151,0.006944444444444444
195,0.006944444444444444
48,0.006944444444444444
66,0.006944444444444444
244,0.006944444444444444
40,0.006944444444444444
181,0.006944444444444444
6,0.006666666666666665
104,0.006428571428571429
307,0.006428571428571429
251,0.006349206349206349
167,0.005833333333333334
114,0.005833333333333334
197,0.005833333333333334
269,0.005833333333333334
94,0.005833333333333334
292,0.005833333333333334
122,0.005833333333333334
182,0.005833333333333334
255,0.005555555555555556
202,0.005555555555555556
100,0.005555555555555556
126,0.0044444444444444444
71,0.0044444444444444444
236,0.0044444444444444444
285,0.0044444444444444444
302,0.0044444444444444444
229,0.0044444444444444444
180,0.0044444444444444444
11,0.004166666666666666
176,0.004166666666666666
128,0.004166666666666666
213,0.004166666666666666
200,0.004166666666666666
329,0.004166666666666666
273,0.004166666666666666
332,0.0035714285714285713
203,0.0035714285714285713
43,0.0035714285714285713
23,0.002777777777777778
248,0.002777777777777778
245,0.002777777777777778
299,0.002777777777777778
45,0.002777777777777778
47,0.002777777777777778
225,0.002777777777777778
60,0.002777777777777778
209,0.002777777777777778
198,0.002777777777777778
63,0.002777777777777778
190,0.002777777777777778
325,0.002777777777777778
238,0.0025
305,0
309,0
310,0
324,0
5,0
263,0
256,0
25,0
53,0
68,0
115,0
120,0
121,0
123,0
169,0
172,0
175,0
178,0
179,0
196,0
221,0
223,0
228,0
232,0
235,0
239,0
247,0
250,0
339,0
